,country,distance,plane_transport,content,amount,S1,S2,S3,alarm
3857,Russia,1558.7508968735642,1,tiles,43.72430255693325,1,0,0,1
3858,Russia,3230.2701541363235,0,tiles,23.592873584061326,0,0,0,0
3859,Russia,1655.8258809842837,1,tiles,3.7445579771044892,0,0,1,1
3860,China,5613.055991493615,1,wood,29.631960090573408,0,0,0,0
3861,France,451.4114555404259,0,wood,26.07585524917154,0,0,1,1
3862,Russia,1395.7009506850163,0,wood,16.602526377769482,0,1,1,1
3863,France,406.41363707746166,0,wood,25.345377000515718,0,0,1,1
3864,France,208.08720160782917,0,tiles,21.676145438209165,0,0,0,0
3865,France,545.7688525453749,0,tiles,47.42101144157033,0,0,0,0
3866,Russia,1302.7068457225841,0,tiles,25.796566249445906,0,1,1,0
3867,Russia,3244.9694671188086,0,electrical,5.474913976977927,0,0,1,0
3868,France,451.4114555404259,0,wood,35.17818937129759,0,0,1,0
3869,Russia,1302.7068457225841,1,electrical,18.840576225175788,0,0,1,1
3870,China,5871.276335819262,0,wood,41.862804160480664,0,0,0,0
3871,Russia,1309.6841195432958,1,tiles,6.264015138931847,0,0,1,0
3872,China,5149.852621445619,1,electrical,43.08706861510279,1,0,1,0
3873,France,179.86194676153042,1,electrical,3.591481301111145,0,0,1,0
3874,France,139.4848867958015,1,wood,6.61897027599744,0,0,0,0
3875,France,632.7606025642748,1,tiles,11.266548715736661,1,0,0,0
3876,France,406.41363707746166,0,wood,25.165103516800208,0,1,1,1
3877,China,5039.643002522832,0,electrical,42.40927513913091,0,1,1,0
3878,Russia,3329.612533252432,0,electrical,21.383189076604364,0,0,1,0
3879,China,5513.899770103283,1,electrical,47.1256487931866,1,0,0,0
3880,France,545.7688525453749,1,tiles,30.501105989046067,0,0,1,0
3881,France,139.4848867958015,1,tiles,4.405661042721905,0,0,0,0
3882,Russia,3329.612533252432,1,wood,2.7690406503368408,1,0,1,0
3883,Russia,1655.8258809842837,0,wood,14.847314986565973,0,1,1,0
3884,China,5871.276335819262,0,tiles,26.651795773908184,0,0,1,0
3885,France,348.1008185907204,1,tiles,28.053608087864124,0,0,1,1
3886,China,5698.293705496943,1,tiles,28.525498611725297,0,0,0,0
3887,China,5072.243582945506,1,wood,2.244835029433457,1,0,1,0
3888,France,348.1008185907204,0,electrical,43.19436032712472,0,0,0,0
3889,France,451.4114555404259,0,electrical,24.125329274702388,0,1,1,1
3890,Russia,1585.3938077106507,1,electrical,45.974124396676295,1,0,1,0
3891,France,406.41363707746166,0,electrical,43.41593665092555,0,1,1,0
3892,China,5806.745348727089,1,wood,49.99901056044551,1,0,0,0
3893,Russia,3329.612533252432,1,tiles,12.304429372305249,1,0,1,1
3894,Russia,3244.9694671188086,1,tiles,36.618160559111764,0,0,1,1
3895,France,712.7933786572075,0,electrical,9.569591276958384,0,1,1,0
3896,Russia,3329.612533252432,1,electrical,14.588421597654424,1,0,1,1
3897,China,5149.852621445619,1,electrical,22.56812038215901,1,0,0,1
3898,Russia,1302.7068457225841,0,tiles,15.78760331952716,0,0,1,1
3899,France,545.7688525453749,0,wood,40.335166670025416,0,0,1,1
3900,China,5806.745348727089,1,wood,28.034022695192927,0,0,0,0
3901,France,406.41363707746166,0,electrical,17.196147362863194,0,0,1,1
3902,Russia,1309.6841195432958,0,electrical,2.577579363762082,0,0,1,1
3903,China,5513.899770103283,1,electrical,12.41436246159616,0,0,0,0
3904,Russia,1459.0058930431073,0,tiles,16.851110361440597,0,0,0,0
3905,France,712.7933786572075,1,electrical,28.364152468232852,0,0,0,0
3906,France,319.6989376015992,0,electrical,40.80828988384735,0,0,0,0
3907,France,712.7933786572075,1,electrical,30.39329161075523,0,0,0,0
3908,Russia,1459.0058930431073,0,electrical,12.275918571122952,0,0,1,0
3909,Russia,3329.612533252432,0,tiles,31.612950798840853,0,1,0,1
3910,France,139.4848867958015,1,wood,32.82537320444612,1,0,1,1
3911,China,5214.5141165824625,1,tiles,49.76685420878194,1,0,0,1
3912,France,139.4848867958015,0,wood,32.68247228378971,0,0,0,0
3913,France,545.7688525453749,0,tiles,33.19127389082568,0,1,1,0
3914,China,5039.643002522832,1,tiles,10.676978724704185,1,0,0,0
3915,China,5806.745348727089,0,wood,11.375470003807326,0,0,1,0
3916,France,208.08720160782917,0,wood,2.847190705355997,0,1,1,1
3917,China,5727.468214827519,1,wood,5.173275294898255,1,0,0,1
3918,Russia,3329.612533252432,0,wood,48.55983227744377,0,1,1,0
3919,France,139.4848867958015,0,wood,38.579651428644326,0,1,0,1
3920,China,5613.055991493615,1,tiles,12.903351732436665,0,0,0,0
3921,France,515.3718091999796,1,wood,31.40744957825828,1,0,0,1
3922,China,5039.643002522832,1,electrical,1.5975518041629715,1,0,1,1
3923,Russia,1655.8258809842837,1,wood,27.753887591572166,1,0,1,1
3924,France,451.4114555404259,0,electrical,42.46575036778512,0,1,1,1
3925,China,5072.243582945506,1,tiles,8.47484491035771,1,0,0,1
3926,China,5149.852621445619,0,electrical,30.522682401700695,0,1,0,1
3927,China,5727.468214827519,1,electrical,40.09115248341016,1,0,0,0
3928,China,5039.643002522832,1,wood,5.535947934404765,0,0,0,0
3929,China,5806.745348727089,1,tiles,9.123260156967971,1,0,0,1
3930,China,5727.468214827519,1,wood,8.488702783100946,1,0,0,0
3931,Russia,1302.7068457225841,1,electrical,19.679959414381848,0,0,1,1
3932,France,577.6060779866149,1,tiles,49.07304461352139,1,0,0,0
3933,France,451.4114555404259,0,wood,46.82125256418635,0,1,1,1
3934,Russia,1395.7009506850163,0,electrical,47.836259318460804,0,0,1,1
3935,China,5527.314526302195,1,wood,16.651524016348404,0,0,1,0
3936,France,406.41363707746166,1,wood,36.399367445015926,0,0,0,0
3937,France,451.4114555404259,1,wood,43.706645459389705,1,0,0,0
3938,Russia,1309.6841195432958,0,tiles,47.25560567274551,0,1,1,1
3939,Russia,1558.7508968735642,1,wood,35.27836002590493,0,0,1,0
3940,France,712.7933786572075,0,electrical,45.17769924201825,0,0,0,0
3941,Russia,1585.3938077106507,0,wood,45.29159222359784,0,1,1,1
3942,Russia,3393.347674966075,0,wood,22.757509520210068,0,0,1,0
3943,Russia,3244.9694671188086,0,tiles,26.333203570352367,0,1,1,1
3944,China,5214.5141165824625,1,wood,23.018325555402363,1,0,0,0
3945,China,5527.314526302195,0,electrical,14.832603504952166,0,1,0,1
3946,China,5214.5141165824625,1,tiles,23.5543918173199,1,0,0,1
3947,China,5806.745348727089,0,electrical,22.66825225565774,0,1,0,0
3948,France,348.1008185907204,1,tiles,46.41274011328161,1,0,1,0
3949,France,451.4114555404259,1,wood,34.39630952074005,1,0,0,1
3950,China,5871.276335819262,1,electrical,21.554930009440724,1,0,1,0
3951,France,515.3718091999796,1,wood,23.3873367427822,0,0,0,0
3952,Russia,3230.2701541363235,1,tiles,25.82977834417213,0,0,1,1
3953,Russia,3244.9694671188086,0,wood,24.53680332162564,0,1,1,0
3954,China,5214.5141165824625,1,tiles,6.911388605868224,1,0,0,1
3955,China,5613.055991493615,1,tiles,2.500817481442856,0,0,1,1
3956,China,5072.243582945506,0,electrical,19.61501517505794,0,1,1,1
3957,France,208.08720160782917,0,electrical,10.581628879121709,0,0,1,0
3958,Russia,1655.8258809842837,1,tiles,37.72725530947422,1,0,1,0
3959,China,5613.055991493615,0,wood,31.583874972075286,0,1,0,1
3960,Russia,3244.9694671188086,0,tiles,49.64441812086931,0,0,1,0
3961,China,5676.636569141746,0,tiles,16.72771819332241,0,0,1,1
3962,China,5527.314526302195,1,electrical,18.11639410309829,0,0,0,0
3963,China,5072.243582945506,0,electrical,42.16916139280794,0,0,0,0
3964,China,5676.636569141746,1,wood,45.948652216209794,0,0,0,0
3965,China,5871.276335819262,0,wood,18.64653475964661,0,0,1,1
3966,France,712.7933786572075,1,electrical,44.454205300179524,0,0,1,0
3967,Russia,3329.612533252432,0,electrical,12.494982117254379,0,1,1,1
3968,France,545.7688525453749,0,wood,12.861800072231508,0,1,1,1
3969,France,577.6060779866149,0,electrical,3.358378960775149,0,1,0,0
3970,China,5214.5141165824625,0,electrical,21.041056926680593,0,1,1,1
3971,France,348.1008185907204,1,wood,35.955269914322,0,0,0,0
3972,Russia,3244.9694671188086,1,tiles,29.31569743890453,1,0,1,0
3973,China,5513.899770103283,1,electrical,13.720983091154872,1,0,1,1
3974,France,208.08720160782917,1,electrical,3.657511751411162,1,0,1,1
3975,Russia,1585.3938077106507,1,tiles,13.708120622017843,1,0,1,0
3976,China,5149.852621445619,1,electrical,4.313464238467927,1,0,0,1
3977,China,5149.852621445619,0,electrical,6.329773773248148,0,1,1,0
3978,France,451.4114555404259,1,tiles,38.23840901075193,0,0,0,0
3979,France,406.41363707746166,0,tiles,33.58593797663366,0,0,0,0
3980,Russia,1302.7068457225841,0,electrical,34.392465192385174,0,1,1,0
3981,Russia,1309.6841195432958,1,wood,46.6715711569645,1,0,1,1
3982,China,5149.852621445619,1,tiles,15.10236505989979,0,0,0,0
3983,China,5698.293705496943,1,electrical,32.678591192445396,1,0,0,0
3984,Russia,1715.1331252278073,0,tiles,24.89309878371016,0,0,1,1
3985,China,5149.852621445619,1,electrical,36.714726726642326,0,0,0,0
3986,Russia,1459.0058930431073,0,tiles,15.341914749844083,0,0,1,1
3987,China,5698.293705496943,1,electrical,48.856579843952254,1,0,0,1
3988,China,5214.5141165824625,1,electrical,48.501535937963574,0,0,1,0
3989,China,5806.745348727089,1,electrical,22.141438116281112,1,0,0,1
3990,France,545.7688525453749,1,electrical,44.81895085541692,1,0,0,1
3991,Russia,3230.2701541363235,1,wood,29.08510064703603,1,0,1,0
3992,China,5676.636569141746,1,wood,6.022539289918715,0,0,0,0
3993,Russia,1558.7508968735642,0,electrical,27.147056199008382,0,1,1,0
3994,France,319.6989376015992,0,electrical,35.274599563226374,0,1,1,0
3995,France,406.41363707746166,0,tiles,5.0055240449123914,0,0,0,0
3996,Russia,1459.0058930431073,1,electrical,3.863966843736958,1,0,1,1
3997,France,632.7606025642748,1,tiles,7.154740917734732,0,0,1,0
3998,France,712.7933786572075,1,tiles,1.919857281435621,1,0,1,0
3999,France,139.4848867958015,0,tiles,39.13622956208645,0,0,0,0
4000,France,208.08720160782917,0,wood,46.23367622643284,0,0,1,1
4001,China,5149.852621445619,0,wood,5.393610307554223,0,1,0,1
4002,France,632.7606025642748,0,electrical,40.78691184729689,0,1,1,0
4003,France,208.08720160782917,0,tiles,16.898970989678475,0,0,0,0
4004,France,348.1008185907204,1,tiles,8.410364409468894,1,0,1,0
4005,Russia,1715.1331252278073,1,tiles,7.079921128362519,0,0,1,1
4006,China,5676.636569141746,1,tiles,39.50885442701586,0,0,0,0
4007,France,577.6060779866149,0,electrical,7.468682632810107,0,1,1,1
4008,China,5676.636569141746,1,electrical,36.01117735870875,1,0,0,1
4009,France,451.4114555404259,1,tiles,34.278911380620016,0,0,1,0
4010,France,515.3718091999796,0,electrical,18.290480942547926,0,1,1,1
4011,China,5698.293705496943,1,tiles,3.4724390145692587,0,0,0,0
4012,China,5727.468214827519,0,electrical,46.66992849965303,0,0,0,0
4013,France,515.3718091999796,0,wood,38.47266809793931,0,1,0,1
4014,China,5871.276335819262,1,wood,14.150052198386685,1,0,0,0
4015,Russia,1715.1331252278073,0,electrical,22.843002615885496,0,1,1,0
4016,China,5727.468214827519,1,electrical,29.747366982239033,0,0,0,0
4017,Russia,1558.7508968735642,0,electrical,11.776660500328937,0,0,1,1
4018,Russia,1302.7068457225841,1,tiles,9.322894129275927,0,0,1,0
4019,Russia,1395.7009506850163,0,wood,7.213642553468519,0,1,1,1
4020,Russia,1585.3938077106507,1,tiles,3.007968362614091,1,0,1,1
4021,Russia,3393.347674966075,0,electrical,13.645283864991189,0,0,1,0
4022,China,5698.293705496943,1,tiles,41.17314996171359,1,0,0,0
4023,China,5676.636569141746,0,tiles,7.652689346476773,0,0,0,0
4024,China,5806.745348727089,0,tiles,48.832286412431465,0,1,0,0
4025,Russia,1395.7009506850163,0,tiles,4.833420847767451,0,1,1,1
4026,Russia,1715.1331252278073,1,wood,23.04248800135445,0,0,1,1
4027,Russia,3244.9694671188086,1,wood,34.24231199110782,1,0,1,1
4028,China,5676.636569141746,0,electrical,8.96474498715925,0,0,0,0
4029,Russia,1302.7068457225841,1,wood,25.31453440950301,1,0,1,1
4030,China,5698.293705496943,1,tiles,7.218541168643728,1,0,0,1
4031,China,5871.276335819262,0,tiles,14.217204896453275,0,1,1,0
4032,China,5513.899770103283,0,tiles,16.398459129912972,0,1,1,1
4033,France,632.7606025642748,1,tiles,8.661651818297006,1,0,1,0
4034,China,5727.468214827519,1,tiles,26.151216436574355,1,0,1,1
4035,China,5513.899770103283,1,wood,7.782839954874076,1,0,0,1
4036,China,5039.643002522832,0,wood,3.783106021099826,0,0,1,0
4037,France,632.7606025642748,0,electrical,43.04906673400951,0,1,0,1
4038,France,406.41363707746166,0,electrical,24.96347633604067,0,1,0,1
4039,China,5727.468214827519,0,wood,1.10308212466401,0,0,0,0
4040,Russia,1459.0058930431073,1,tiles,35.320314990509,0,0,1,1
4041,Russia,3393.347674966075,1,wood,41.62077989540316,1,0,1,0
4042,Russia,1459.0058930431073,1,tiles,15.939785806637575,0,0,1,0
4043,China,5871.276335819262,1,tiles,8.617812978446569,1,0,0,1
4044,China,5871.276335819262,1,tiles,25.181785027112202,1,0,1,0
4045,China,5727.468214827519,1,wood,18.977608284230783,1,0,0,1
4046,France,406.41363707746166,0,electrical,17.5664040996667,0,1,1,1
4047,France,139.4848867958015,0,wood,34.47415596082267,0,1,0,1
4048,France,545.7688525453749,1,tiles,7.375993509947655,0,0,0,0
4049,China,5527.314526302195,0,electrical,19.412062997340268,0,0,0,0
4050,China,5698.293705496943,0,tiles,49.218147230998404,0,0,0,0
4051,China,5806.745348727089,1,tiles,21.565382799135413,0,0,0,0
4052,China,5676.636569141746,0,wood,11.32462201289087,0,1,0,1
4053,China,5039.643002522832,1,electrical,13.239890639425457,1,0,1,0
4054,China,5513.899770103283,0,electrical,13.17986765911255,0,0,0,0
4055,China,5149.852621445619,1,electrical,49.32031611821191,1,0,0,0
4056,Russia,1459.0058930431073,1,wood,25.303330259831792,1,0,1,1
4057,France,712.7933786572075,0,tiles,6.033115739066942,0,0,0,0
4058,Russia,1302.7068457225841,1,tiles,38.92329925726058,1,0,1,1
4059,China,5214.5141165824625,0,wood,20.223763783772196,0,0,0,0
4060,China,5039.643002522832,1,electrical,14.962009961666693,0,0,0,0
4061,France,319.6989376015992,1,tiles,23.297001193432884,0,0,1,1
4062,Russia,3329.612533252432,0,tiles,49.231107188867576,0,0,1,0
4063,Russia,1459.0058930431073,1,tiles,40.67083869032035,0,0,1,1
4064,France,451.4114555404259,0,electrical,26.10197603966361,0,0,1,0
4065,France,319.6989376015992,0,wood,43.561940527670444,0,1,1,0
4066,China,5527.314526302195,0,electrical,43.8804980670387,0,1,0,1
4067,Russia,1459.0058930431073,1,electrical,20.194102809141064,0,0,0,0
4068,China,5072.243582945506,1,tiles,29.27869375791919,1,0,0,0
4069,France,139.4848867958015,0,tiles,45.62040692963145,0,0,1,0
4070,France,179.86194676153042,0,electrical,36.45534210300854,0,0,1,1
4071,China,5149.852621445619,1,wood,45.30127856149827,0,0,1,1
4072,Russia,3393.347674966075,0,electrical,11.987652815512254,0,0,1,0
4073,France,406.41363707746166,0,electrical,29.97414417994127,0,1,1,0
4074,France,406.41363707746166,1,tiles,6.492055696239725,1,0,0,1
4075,France,632.7606025642748,0,electrical,5.8772813920967755,0,1,0,0
4076,Russia,3230.2701541363235,0,tiles,2.507346945576196,0,0,1,1
4077,China,5527.314526302195,1,electrical,12.144047953565963,1,0,1,1
4078,China,5072.243582945506,0,wood,10.79046137672343,0,0,0,0
4079,Russia,3329.612533252432,0,electrical,32.23233822068996,0,0,1,0
4080,France,577.6060779866149,1,wood,49.75607645372087,0,0,1,1
4081,Russia,1715.1331252278073,0,wood,17.02501395610614,0,0,1,0
4082,Russia,1558.7508968735642,1,electrical,1.6385444892323417,1,0,1,0
4083,Russia,1585.3938077106507,0,electrical,33.57733691481416,0,1,1,0
4084,Russia,1309.6841195432958,0,wood,35.88035227606131,0,0,1,1
4085,China,5698.293705496943,1,electrical,4.535303028341199,1,0,0,1
4086,France,319.6989376015992,0,electrical,25.69108008304818,0,1,0,0
4087,France,712.7933786572075,0,electrical,36.608456276648795,0,1,1,1
4088,France,451.4114555404259,1,electrical,30.21149208472522,1,0,1,0
4089,China,5039.643002522832,0,tiles,18.057413447805605,0,0,0,0
4090,France,451.4114555404259,0,electrical,30.15056583450188,0,1,1,0
4091,Russia,1302.7068457225841,1,electrical,23.663664221265623,0,0,1,0
4092,China,5527.314526302195,1,tiles,43.991487898558674,1,0,1,1
4093,China,5727.468214827519,1,electrical,46.09665434148144,1,0,0,1
4094,Russia,3329.612533252432,0,wood,26.774731092959055,0,1,1,1
4095,Russia,1302.7068457225841,0,wood,21.409622315920146,0,0,1,1
4096,France,515.3718091999796,1,electrical,17.070559634110996,0,0,0,0
4097,France,451.4114555404259,0,tiles,5.710614731152755,0,0,1,0
4098,France,577.6060779866149,0,electrical,46.32535613231308,0,0,1,1
4099,China,5727.468214827519,0,wood,30.429370491962192,0,1,0,1
4100,China,5039.643002522832,0,electrical,21.53512674860792,0,0,1,1
4101,France,319.6989376015992,1,electrical,27.4321683222796,1,0,1,1
4102,France,632.7606025642748,1,tiles,2.768357785706623,1,0,0,1
4103,Russia,3393.347674966075,1,tiles,12.392779466674599,1,0,1,1
4104,Russia,3230.2701541363235,0,electrical,23.716599699932466,0,0,1,0
4105,China,5072.243582945506,1,electrical,12.140183658281488,0,0,1,0
4106,France,545.7688525453749,0,electrical,30.46562359780023,0,1,1,1
4107,France,319.6989376015992,1,wood,16.02575647370819,1,0,0,0
4108,France,179.86194676153042,1,tiles,21.165503496476756,1,0,1,0
4109,Russia,1585.3938077106507,0,tiles,30.420500945569504,0,0,1,1
4110,Russia,1655.8258809842837,0,electrical,31.93311876571633,0,0,1,1
4111,France,577.6060779866149,1,tiles,20.887797723581453,1,0,1,1
4112,China,5727.468214827519,1,tiles,14.568244172387315,0,0,0,0
4113,Russia,1459.0058930431073,0,electrical,26.818167315721894,0,1,1,1
4114,China,5698.293705496943,0,tiles,34.0459920573171,0,1,1,0
4115,Russia,1585.3938077106507,0,electrical,26.168165680979836,0,1,1,0
4116,France,208.08720160782917,1,tiles,17.73502911554048,0,0,1,0
4117,France,179.86194676153042,1,wood,23.272347271610183,0,0,0,0
4118,China,5806.745348727089,0,electrical,38.572650960251764,0,1,0,1
4119,Russia,1715.1331252278073,0,tiles,29.87315808681405,0,0,1,0
4120,France,406.41363707746166,0,wood,45.62744578909106,0,0,1,0
4121,France,451.4114555404259,0,tiles,2.8259841447606844,0,1,1,0
4122,China,5214.5141165824625,0,tiles,9.554593154250224,0,0,0,0
4123,China,5871.276335819262,1,wood,40.9398695590768,1,0,1,0
4124,Russia,3230.2701541363235,1,tiles,21.704398596065058,0,0,1,1
4125,France,515.3718091999796,1,tiles,45.46843342440448,1,0,0,0
4126,China,5806.745348727089,0,wood,26.030035303664377,0,1,0,0
4127,China,5727.468214827519,0,tiles,40.9581000288749,0,0,0,0
4128,Russia,1585.3938077106507,0,electrical,11.40373156045689,0,0,1,1
4129,France,208.08720160782917,0,wood,49.96481407785434,0,0,0,0
4130,China,5149.852621445619,0,electrical,34.44154345977873,0,0,1,0
4131,Russia,1395.7009506850163,0,tiles,15.55580465163273,0,1,1,1
4132,France,406.41363707746166,0,tiles,41.644502884938255,0,1,0,0
4133,Russia,1655.8258809842837,1,tiles,38.53138799432905,0,0,1,0
4134,Russia,1715.1331252278073,0,wood,26.342030544517552,0,0,1,0
4135,France,319.6989376015992,1,electrical,6.822670977074051,0,0,1,0
4136,China,5871.276335819262,1,electrical,29.655903017729084,1,0,0,1
4137,Russia,1309.6841195432958,0,tiles,12.441581014849023,0,0,1,0
4138,Russia,1302.7068457225841,1,wood,45.5639636278275,0,0,1,0
4139,Russia,1558.7508968735642,1,electrical,3.8911644240677097,1,0,0,1
4140,Russia,3244.9694671188086,0,electrical,19.356538115567155,0,1,1,1
4141,Russia,1309.6841195432958,1,electrical,19.680784534837336,1,0,1,1
4142,France,577.6060779866149,1,electrical,43.390273966786744,1,0,1,0
4143,China,5727.468214827519,1,tiles,32.79129622438564,0,0,0,0
4144,France,348.1008185907204,1,wood,41.888390039741964,1,0,0,0
4145,France,632.7606025642748,1,wood,18.071681336012876,1,0,1,0
4146,China,5676.636569141746,0,wood,17.9244373035475,0,0,0,0
4147,Russia,1395.7009506850163,0,tiles,2.9618828121444616,0,0,1,0
4148,China,5871.276335819262,1,wood,16.246885496627122,0,0,0,0
4149,Russia,1302.7068457225841,0,electrical,36.89024980508598,0,1,1,1
4150,France,179.86194676153042,1,tiles,20.99247737661749,0,0,0,0
4151,Russia,1585.3938077106507,1,tiles,7.372423730088014,1,0,1,1
4152,China,5039.643002522832,0,wood,26.841744474467415,0,1,1,0
4153,China,5676.636569141746,0,tiles,15.890846557454894,0,1,0,0
4154,France,632.7606025642748,1,wood,28.279803463197673,1,0,1,1
4155,Russia,1558.7508968735642,0,electrical,36.993866226898305,0,0,1,1
4156,China,5214.5141165824625,1,wood,44.028453011788216,0,0,0,0
4157,China,5727.468214827519,0,electrical,33.45237314993416,0,0,1,1
4158,China,5806.745348727089,1,wood,2.319250724269757,0,0,0,0
4159,Russia,1309.6841195432958,0,tiles,20.807345453607702,0,1,0,0
4160,China,5806.745348727089,1,electrical,28.766269569396776,0,0,0,0
4161,China,5871.276335819262,0,wood,31.15563981773101,0,0,0,0
4162,Russia,1715.1331252278073,1,electrical,6.9137842301797034,1,0,1,0
4163,China,5513.899770103283,0,tiles,18.44258357223513,0,0,0,0
4164,France,179.86194676153042,1,electrical,5.536860394717893,1,0,1,1
4165,Russia,3393.347674966075,1,tiles,41.86909477104256,1,0,1,0
4166,Russia,3244.9694671188086,1,tiles,4.493551802005931,0,0,1,0
4167,China,5698.293705496943,0,wood,15.39991051722939,0,1,0,1
4168,France,139.4848867958015,0,tiles,34.02155762848926,0,0,0,0
4169,Russia,1585.3938077106507,1,wood,1.0454139832853402,0,0,0,0
4170,France,139.4848867958015,1,electrical,8.31310583632795,0,0,0,0
4171,France,632.7606025642748,0,tiles,49.676719397696274,0,0,1,1
4172,China,5072.243582945506,1,tiles,24.762900920057756,1,0,0,1
4173,China,5613.055991493615,1,electrical,24.78208218661843,1,0,0,1
4174,China,5039.643002522832,0,electrical,35.4591922977115,0,1,1,1
4175,Russia,1459.0058930431073,0,wood,2.601913635920612,0,0,1,1
4176,Russia,3329.612533252432,1,electrical,33.41671187609958,1,0,1,0
4177,China,5072.243582945506,1,electrical,47.557905143348506,0,0,1,0
4178,Russia,3230.2701541363235,0,electrical,31.58032720851569,0,1,1,1
4179,China,5214.5141165824625,0,wood,42.770120356270326,0,0,0,0
4180,France,712.7933786572075,1,wood,37.91284205711888,1,0,1,1
4181,Russia,1585.3938077106507,1,tiles,41.93608803444939,1,0,1,0
4182,China,5072.243582945506,1,tiles,26.287702436971887,1,0,1,0
4183,Russia,1715.1331252278073,1,electrical,15.912435044753174,1,0,1,1
4184,Russia,1309.6841195432958,1,wood,42.727172913073574,0,0,1,1
4185,China,5149.852621445619,0,electrical,24.1730284753016,0,1,0,1
4186,France,545.7688525453749,0,electrical,16.4757678683693,0,1,1,1
4187,Russia,3244.9694671188086,1,wood,24.37869701163114,0,0,1,1
4188,France,208.08720160782917,1,tiles,12.931311161744828,0,0,0,0
4189,France,319.6989376015992,1,electrical,39.904885373647296,0,0,1,0
4190,China,5149.852621445619,1,wood,8.042778988558009,0,0,0,0
4191,France,348.1008185907204,0,electrical,43.28628553119793,0,1,0,0
4192,Russia,1309.6841195432958,0,tiles,1.3465223642769137,0,1,1,0
4193,China,5039.643002522832,1,tiles,45.42217666748347,1,0,0,0
4194,Russia,1558.7508968735642,1,wood,28.86210160228636,0,0,1,1
4195,France,545.7688525453749,1,wood,33.587867025653715,1,0,1,0
4196,China,5214.5141165824625,0,tiles,29.630197118430456,0,0,0,0
4197,Russia,3393.347674966075,1,wood,48.01644277388804,1,0,1,0
4198,Russia,3329.612533252432,1,tiles,3.3772179415878245,1,0,0,1
4199,Russia,1302.7068457225841,0,electrical,24.122830001042722,0,0,1,0
4200,France,451.4114555404259,1,wood,43.110693364821635,0,0,0,0
4201,China,5871.276335819262,0,wood,20.4330013365791,0,0,1,0
4202,France,632.7606025642748,1,wood,23.91022638687573,0,0,1,1
4203,Russia,1309.6841195432958,0,wood,25.19243985456195,0,1,1,0
4204,France,577.6060779866149,0,electrical,1.7143475213359216,0,0,1,0
4205,Russia,1715.1331252278073,0,tiles,23.80217119894419,0,1,0,1
4206,China,5072.243582945506,1,electrical,10.83506916421293,1,0,1,0
4207,Russia,1302.7068457225841,1,tiles,30.46813497263544,1,0,1,0
4208,France,179.86194676153042,1,tiles,2.89213830146401,1,0,1,0
4209,Russia,1715.1331252278073,0,wood,6.999860778310706,0,1,1,1
4210,France,179.86194676153042,1,wood,19.213023260808253,1,0,0,0
4211,China,5806.745348727089,1,electrical,9.858818214423962,0,0,0,0
4212,France,208.08720160782917,1,electrical,24.935492525212776,1,0,0,0
4213,China,5676.636569141746,0,wood,22.21436626817174,0,0,1,1
4214,Russia,1558.7508968735642,0,wood,24.380733150290535,0,1,0,1
4215,France,545.7688525453749,1,wood,24.77376832659744,1,0,0,0
4216,China,5513.899770103283,0,electrical,45.746638699799774,0,1,0,0
4217,Russia,1459.0058930431073,0,wood,19.12734841403285,0,0,1,0
4218,Russia,1395.7009506850163,1,wood,43.27632616596391,1,0,1,1
4219,China,5727.468214827519,1,electrical,22.683220307382246,0,0,1,0
4220,Russia,3329.612533252432,0,tiles,24.42658783082875,0,0,1,0
4221,Russia,1302.7068457225841,0,wood,20.688396688584408,0,1,1,1
4222,France,208.08720160782917,0,tiles,49.40086599843879,0,1,0,0
4223,Russia,1302.7068457225841,1,electrical,41.62809752323254,1,0,1,1
4224,France,515.3718091999796,1,tiles,4.456250407762689,0,0,0,0
4225,China,5806.745348727089,1,wood,38.7285725784647,1,0,0,1
4226,France,577.6060779866149,0,electrical,30.71117762863039,0,0,1,0
4227,France,319.6989376015992,0,tiles,49.30020875530093,0,0,0,0
4228,France,179.86194676153042,0,wood,25.434490289786716,0,0,1,1
4229,Russia,3244.9694671188086,0,electrical,34.27020507290467,0,1,0,1
4230,Russia,3329.612533252432,1,tiles,48.9671068779184,1,0,1,1
4231,Russia,1395.7009506850163,1,electrical,24.583677580005002,1,0,1,1
4232,China,5072.243582945506,1,tiles,36.289127540564806,1,0,0,0
4233,Russia,1459.0058930431073,1,electrical,48.388930410223026,0,0,1,0
4234,Russia,1302.7068457225841,0,wood,13.86875228745848,0,1,1,0
4235,China,5871.276335819262,1,tiles,32.12166511393393,1,0,0,1
4236,France,319.6989376015992,1,tiles,21.20760874696471,1,0,0,1
4237,China,5214.5141165824625,0,tiles,28.33005563167746,0,1,1,0
4238,China,5149.852621445619,1,wood,29.958841590131865,1,0,0,1
4239,China,5513.899770103283,0,electrical,17.56030449324461,0,1,1,1
4240,China,5613.055991493615,0,tiles,19.68989552036075,0,1,0,0
4241,France,208.08720160782917,0,tiles,20.907687731984232,0,0,1,0
4242,Russia,3393.347674966075,1,electrical,34.541911036820785,0,0,1,0
4243,Russia,1585.3938077106507,1,wood,23.991072192366392,1,0,1,1
4244,Russia,1395.7009506850163,1,electrical,20.38202433666153,1,0,1,0
4245,China,5039.643002522832,0,electrical,31.453657092416485,0,1,0,1
4246,China,5806.745348727089,1,electrical,20.93569836387789,1,0,0,1
4247,France,712.7933786572075,0,tiles,31.33072409777153,0,0,1,1
